               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  90,            0.025689,            0.011984,          0.00073564,             0.88444,              0.8531,             0.90817,             0.59349,            0.029921,            0.011326,            0.000757,            0.001189,            0.001189,            0.001189
                  91,            0.026174,            0.011838,          0.00062774,             0.90274,             0.82651,             0.90002,             0.57455,            0.029916,            0.011406,          0.00072406,             0.00109,             0.00109,             0.00109
                  92,              0.0265,            0.012116,          0.00063864,             0.87234,             0.87348,             0.90919,             0.59248,            0.029745,            0.011308,          0.00072787,            0.000991,            0.000991,            0.000991
                  93,             0.02539,            0.011925,           0.0006439,             0.94451,             0.81463,             0.91504,             0.59447,            0.029914,             0.01146,          0.00084242,            0.000892,            0.000892,            0.000892
                  94,            0.026036,            0.012428,          0.00069452,             0.88924,             0.82684,             0.90225,             0.60182,            0.029661,            0.011347,          0.00074422,            0.000793,            0.000793,            0.000793
                  95,            0.025435,            0.011824,          0.00068692,             0.90222,             0.81628,             0.90491,             0.58045,            0.029616,            0.011346,           0.0007535,            0.000694,            0.000694,            0.000694
                  96,            0.026082,            0.012465,            0.000718,             0.90264,             0.82789,             0.90282,             0.59945,            0.029403,            0.011351,          0.00075386,            0.000595,            0.000595,            0.000595
                  97,            0.025574,            0.011729,          0.00086064,             0.89692,             0.82946,             0.90309,             0.58881,            0.029557,            0.011405,          0.00081008,            0.000496,            0.000496,            0.000496
                  98,             0.02508,            0.011418,          0.00072079,             0.89568,             0.82735,             0.90574,             0.59278,             0.02943,            0.011338,          0.00082888,            0.000397,            0.000397,            0.000397
                  99,            0.025108,            0.011633,          0.00053919,             0.89712,             0.82496,             0.89541,             0.58822,            0.029501,            0.011367,          0.00080559,            0.000298,            0.000298,            0.000298
